business_id,name,city,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
4gtPPwx8fBWJ9FGtQqQA0Q,New Greatime Corp,Toronto,43.8078109,-79.3569636,2.5,7,0,"{'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'False', 'GoodForKids': 'False', 'RestaurantsPriceRange2': '2', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True'}","Restaurants, Chinese",
NW0mAXGryP3m-22QePN3fg,South China Food Restaurant,Richmond Hill,43.8521135,-79.43368690000001,3.0,5,1,"{'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'HasTV': 'False'}","Thai, Food, Restaurants, Specialty Food, Imported Food, Chinese, Ethnic Food","{'Monday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-23:0', 'Saturday': '15:0-23:0', 'Sunday': '15:0-22:0'}"
g1UVmCOhQDY7TGSZ2rRT_w,Congee Queen,Toronto,43.7837517175,-79.2927074432,3.5,161,1,"{'NoiseLevel': ""'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""'beer_and_wine'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HasTV': 'False', 'RestaurantsTableService': 'True', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': False}"", 'RestaurantsReservations': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'Caters': 'True', 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'True'}","Chinese, Diners, Restaurants","{'Monday': '10:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-0:0', 'Friday': '10:0-1:0', 'Saturday': '10:0-1:0', 'Sunday': '10:0-0:0'}"
kuvBnJc3bllm2xpuleezIw,China BBQ,Toronto,43.8221401633,-79.2985083908,3.5,10,0,"{'Alcohol': ""u'beer_and_wine'"", 'WiFi': ""u'free'"", 'OutdoorSeating': 'False', 'NoiseLevel': ""u'loud'"", 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsTableService': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'Caters': 'False', 'GoodForKids': 'True'}","Chinese, Restaurants, Barbeque",
FYmWvvhqptkmJ1zOFQhukg,Hoki Poké,Toronto,43.6746310863,-79.3887288496,3.5,30,0,"{'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'False', 'HasTV': 'False', 'WiFi': ""u'no'"", 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'BikeParking': 'False', 'NoiseLevel': ""u'quiet'"", 'RestaurantsGoodForGroups': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForKids': 'True'}","Food, Seafood, Japanese, Poke, Restaurants, Hawaiian","{'Monday': '0:0-0:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '11:0-19:0'}"
fojiPcgWlM-FJTxZlz4Idg,Mandarin Restaurant - North York,North York,43.7680777,-79.46977530000002,3.0,25,1,"{'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'loud'"", 'WiFi': ""u'no'"", 'BikeParking': 'False', 'HasTV': 'False'}","Buffets, Chinese, Ethnic Food, Specialty Food, Restaurants, Food","{'Monday': '17:0-21:30', 'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-22:30', 'Saturday': '16:30-22:30', 'Sunday': '16:30-21:30'}"
sGyxho4L87V465XySbBrIw,SU&SHI Noodle Bar - Yorkdale,Toronto,43.7261932,-79.4541313,2.5,82,1,"{'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'Caters': 'True', 'WiFi': ""u'no'"", 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""u'beer_and_wine'"", 'NoiseLevel': ""u'average'"", 'BikeParking': 'False', 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'HasTV': 'True'}","Specialty Food, Ethnic Food, Restaurants, Food, Japanese","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-19:0'}"
W4PkdKcGXYM3Njo_Y9pPHg,Spice Kitchen,Toronto,43.7794384,-79.1375755,4.0,9,0,"{'HasTV': 'False', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Caters': 'True'}","Halal, Chinese, Restaurants, Indian","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-18:0'}"
CY3N_T_35gqOXkwQbSeSTA,Hong Fatt B-B-Q,Toronto,43.6532063,-79.3958906,3.5,35,1,"{'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'False', 'WiFi': ""u'no'"", 'Caters': 'False', 'RestaurantsReservations': 'False'}","Restaurants, Barbeque, Chinese","{'Monday': '10:0-20:30', 'Wednesday': '10:0-20:30', 'Thursday': '10:0-20:30', 'Friday': '10:0-20:30', 'Saturday': '10:0-20:30', 'Sunday': '10:0-20:30'}"
WKayXylpXcAEReoqgNK3tA,The Avenue Restaurant & Lounge,Scarborough,43.7754726,-79.24150259999998,4.0,29,1,"{'Smoking': ""u'no'"", 'GoodForDancing': 'True', 'CoatCheck': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WheelchairAccessible': 'True', 'Alcohol': ""'full_bar'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'DogsAllowed': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'Music': ""{'dj': True, 'background_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BikeParking': 'True', 'RestaurantsTableService': 'True', 'WiFi': ""u'free'"", 'NoiseLevel': ""'loud'"", 'Caters': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'HappyHour': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsAttire': ""'casual'""}","American (Traditional), Caribbean, Nightlife, Lounges, Cocktail Bars, Bars, Restaurants, Chinese","{'Tuesday': '12:0-22:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '12:0-23:0'}"
7fbR8yaEV_aAdOaaE4-0FA,Saigon Star,Richmond Hill,43.841023739099995,-79.3990296782,3.5,148,1,"{'OutdoorSeating': 'False', 'Alcohol': ""u'full_bar'"", 'Caters': 'False', 'HasTV': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsPriceRange2': '2', 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'loud'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Restaurants, Vietnamese, Food","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}"
wT1mRdUeZRNgMB81s3dJDw,Boku Sushi,Toronto,43.65006210000001,-79.36022259999999,3.5,71,0,"{'RestaurantsPriceRange2': '3', 'RestaurantsReservations': 'True', 'WiFi': ""u'free'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'Alcohol': ""u'full_bar'"", 'BikeParking': 'True', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'False', 'RestaurantsTableService': 'True', 'NoiseLevel': ""u'average'"", 'Caters': 'True', 'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'DogsAllowed': 'False', 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Restaurants, Seafood, Sushi Bars, Ramen, Japanese","{'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-22:0'}"
on1g_ar-lFK84__LmCWAfQ,Sushi Star Japanese Restaurant,Toronto,43.70742429999999,-79.3944599,3.0,3,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsGoodForGroups': 'True'}","Sushi Bars, Japanese, Restaurants",
wqD0r2JIDOhTE8BVaMbggw,Teppan House,Vaughan,43.8184036,-79.53110059999999,3.0,19,0,,"Restaurants, Japanese","{'Monday': '0:0-0:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}"
yPR8Bh55-9NXmooZS7lrLA,Royal Congee Chinese Cuisine,Toronto,43.7250376,-79.2526035,4.0,16,1,"{'Alcohol': ""'none'"", 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'RestaurantsTableService': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'WiFi': ""u'free'"", 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True'}","Chinese, Food Delivery Services, Restaurants, Food","{'Monday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}"
IVAI4jFwRANbNCST-yhAHQ,Crazy Wings,Toronto,43.779499148,-79.415820837,3.0,56,0,"{'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'False', 'NoiseLevel': ""u'loud'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'no'"", 'GoodForKids': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True'}","Nightlife, Restaurants, Bars, Sports Bars, Korean, Chicken Wings","{'Monday': '10:0-1:30', 'Tuesday': '10:0-1:30', 'Wednesday': '10:0-1:30', 'Thursday': '10:0-1:30', 'Friday': '10:0-2:0', 'Saturday': '10:0-2:0', 'Sunday': '10:0-1:30'}"
-a6tEeSq2YJyJNqq6TyMlA,Hamaru Sushi,Toronto,43.77786270000001,-79.4148279,4.0,25,0,"{'BikeParking': 'False', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'RestaurantsTableService': 'True', 'HasTV': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'""}","Restaurants, Japanese","{'Monday': '11:30-23:0', 'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '12:0-23:0'}"
CPcy22Hd2F7z0EKG66FMRA,The Old House,Toronto,43.786989,-79.276122,3.5,28,1,"{'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""u'loud'"", 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""'none'"", 'BikeParking': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Chinese, Local Services, Restaurants","{'Monday': '12:0-23:0', 'Tuesday': '12:0-23:0', 'Wednesday': '16:0-23:0', 'Thursday': '12:0-23:0', 'Friday': '12:0-0:0', 'Saturday': '11:30-0:0', 'Sunday': '11:30-23:0'}"
_226qjKuUXAAt1MVFIWanA,Q1 Le Pho,Richmond Hill,43.880843,-79.394231,3.5,38,1,,"Restaurants, Vietnamese","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
UGdWxNc3QKOoOkQziZj_6Q,Taste of Thai House,Toronto,43.6824463,-79.41994759999999,3.5,27,0,"{'WiFi': ""u'no'"", 'Caters': 'False', 'HasTV': 'False', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'quiet'"", 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2'}","Restaurants, Thai",
mh2MPYt7_1lQTAZuOJrjOA,Kum Kang San,North York,43.7831172,-79.4710748,4.0,8,0,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'HasTV': 'True', 'RestaurantsReservations': 'True', 'Alcohol': ""u'beer_and_wine'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2'}","Korean, Barbeque, Restaurants, Japanese, Asian Fusion","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0'}"
K4amkYh0AkUJwBRVLNDLrw,Congee Royal,Markham,43.815181,-79.3438,2.0,5,0,"{'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Restaurants, Chinese",
iRw32LUAOVeD-GDRdNgNXQ,Moon Congee,Toronto,43.744249,-79.48682099999998,2.5,5,1,,"Restaurants, Chinese","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}"
IikkB8j2E-1QmujRsPh5wQ,Kayagum,Toronto,43.7773843697,-79.4152951241,3.0,118,1,"{'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'Alcohol': ""'full_bar'"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HasTV': 'True', 'WiFi': ""u'no'"", 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Restaurants, Korean, Canadian (New), American (New)","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
2cxAfdLTS7EdxebbBVGuGw,Yummy Vietnamese Cuisine,Scarborough,43.8148027,-79.2927491,2.5,13,0,"{'Caters': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'False', 'NoiseLevel': ""u'quiet'"", 'RestaurantsReservations': 'True', 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'HasTV': 'False', 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'""}","Restaurants, Malaysian, Thai, Asian Fusion, Chinese, Vietnamese","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}"
jCzrbfboRc3D-9_Gr0Wm9w,SongCook's,Vaughan,43.7984081459,-79.4222626441,4.0,317,1,"{'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'WiFi': ""u'free'"", 'Alcohol': ""u'beer_and_wine'"", 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Chinese, Restaurants, Korean, Japanese","{'Monday': '11:30-23:0', 'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-23:0'}"
osvcl7Fh_J5VwUikh5Vskg,City Hollywood Cafe,Markham,43.825426093599994,-79.30479217989999,3.0,113,0,"{'OutdoorSeating': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'WiFi': ""u'free'"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""'beer_and_wine'"", 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'Caters': 'False'}","Cafes, Chinese, Restaurants, Comfort Food","{'Monday': '8:0-1:0', 'Tuesday': '8:0-1:0', 'Wednesday': '8:0-1:0', 'Thursday': '8:0-1:0', 'Friday': '8:0-1:0', 'Saturday': '8:0-1:0', 'Sunday': '8:0-1:0'}"
F-AYOq1xIY2u_qmWUG5VBw,Hakka Ren,Mississauga,43.6050994,-79.6498645,3.5,93,1,"{'WheelchairAccessible': 'False', 'Caters': 'False', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'RestaurantsTableService': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'False', 'HasTV': 'False', 'BikeParking': 'False', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'DogsAllowed': 'False'}","Restaurants, Halal, Chinese, Indian","{'Monday': '0:0-0:0', 'Tuesday': '11:30-22:30', 'Wednesday': '11:30-22:30', 'Thursday': '11:30-22:30', 'Friday': '11:30-0:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-22:30'}"
