,userid,business_id,categories,stars,Alcohol,park,GoodForKids,HasTV,OutdoorSeating,RestaurantsDelivery,attributes_RestaurantsPriceRange2,RestaurantsTakeOut
2647,Q9mA60HnY87C1TW5kjAZ6Q,1zzzuXq0ov-x0aogiqHl-A,Thai,4.0,1,1,1,0,0,0,2,1
2766,Q9mA60HnY87C1TW5kjAZ6Q,BUcTdN-rNE8urCCQuxSOQA,Chinese,4.0,1,1,1,0,0,0,2,1
2511,Q9mA60HnY87C1TW5kjAZ6Q,sPGbBt01zybTxV2FRdRaDQ,Chinese,4.0,1,0,1,1,0,0,2,1
1407,Q9mA60HnY87C1TW5kjAZ6Q,rqWsS6QJKweNBsC6wZgUjA,Vietnamese,3.0,0,1,1,0,0,0,1,1
1676,Q9mA60HnY87C1TW5kjAZ6Q,F_oPMHJrH42R67xp5eKtQA,Korean,5.0,1,1,1,0,0,0,1,1
1400,Q9mA60HnY87C1TW5kjAZ6Q,65IxMPJtsgMlG-fCJy7SAg,Japanese,4.0,1,1,1,0,0,0,2,1
1745,Q9mA60HnY87C1TW5kjAZ6Q,3kth9Q4R5qBYdd9TG8AJ1Q,Japanese,5.0,2,1,2,2,2,2,2,2
2139,Q9mA60HnY87C1TW5kjAZ6Q,zqPAwZbi5rS1dyHrKzDpMg,Korean,4.0,1,1,1,1,1,0,2,1
2856,Q9mA60HnY87C1TW5kjAZ6Q,3I-D0RpnJfx9ghxvJQuaaA,Thai,4.0,1,1,1,0,0,0,2,1
1768,Q9mA60HnY87C1TW5kjAZ6Q,B5JCODx4728Ce2Qca1NFHw,Japanese,3.0,1,1,0,0,0,0,2,0
1848,Q9mA60HnY87C1TW5kjAZ6Q,HG9m9eldYtnX_UeMt4Yy2w,Chinese,4.0,0,1,1,0,0,0,2,1
2135,Q9mA60HnY87C1TW5kjAZ6Q,RI-E3WWC_KMm27EShF3O8Q,Chinese,4.0,2,0,2,0,0,0,1,1
2175,Q9mA60HnY87C1TW5kjAZ6Q,QaxDKkqYTtVYZJcqBNTnvQ,Chinese,4.0,0,1,1,0,0,0,1,1
1852,Q9mA60HnY87C1TW5kjAZ6Q,pbMrG6pc-dh5yePwYRNa2A,Chinese,4.0,0,1,1,0,0,0,1,1
2170,Q9mA60HnY87C1TW5kjAZ6Q,fJvY-QjDY1ZWWArjx9rRIw,Japanese,4.0,1,1,0,0,0,0,2,1
1599,Q9mA60HnY87C1TW5kjAZ6Q,qR_7AxFKqasD9fiF17152g,Japanese,4.0,1,1,1,0,0,0,3,1
2072,Q9mA60HnY87C1TW5kjAZ6Q,3qjztON1RW5Hn6QJLDl8ug,Chinese,4.0,1,1,1,0,0,0,3,1
2051,Q9mA60HnY87C1TW5kjAZ6Q,2d9RbgRtHJyTRzY99GBNOQ,Chinese,3.0,1,1,1,0,0,0,2,1
1992,Q9mA60HnY87C1TW5kjAZ6Q,AVLj5MSJD1si-Rl6X6qTXQ,Chinese,3.0,1,1,1,0,0,0,2,1
2927,Q9mA60HnY87C1TW5kjAZ6Q,rDSe05sxgfjcIRzaBFH4xg,Japanese,4.0,1,0,0,1,0,0,2,1
2166,Q9mA60HnY87C1TW5kjAZ6Q,nHFJtud7jWZhM9dHQ1eIRA,Korean,3.0,1,1,1,0,0,0,1,1
3060,Q9mA60HnY87C1TW5kjAZ6Q,OUB81Dpb6m7HjW4ZmeSlmw,Chinese,4.0,0,1,1,0,0,0,1,1
1643,Q9mA60HnY87C1TW5kjAZ6Q,lGTZWahMoXRpGoftnt-T0w,Japanese,3.0,1,1,1,0,0,0,2,1
2240,Q9mA60HnY87C1TW5kjAZ6Q,JhQyOcVCkzNANOXgrbW11A,Japanese,3.3333333333333335,1,1,0,1,0,0,2,1
2293,Q9mA60HnY87C1TW5kjAZ6Q,IxDYVpjEeCxZ8HsZnthvdw,Thai,3.0,1,1,1,0,0,0,2,1
1626,Q9mA60HnY87C1TW5kjAZ6Q,DQLhafBySo3p2EJudn-7WA,Japanese,5.0,1,1,1,0,0,0,2,1
2225,Q9mA60HnY87C1TW5kjAZ6Q,9FPs1mXHZEoEWo3kw9cwGQ,Japanese,4.0,1,1,1,1,0,0,2,1
2437,Q9mA60HnY87C1TW5kjAZ6Q,qcqDjeirxvdgW5kQVkEwSA,Chinese,3.0,1,1,0,0,1,0,1,1
2367,Q9mA60HnY87C1TW5kjAZ6Q,ar3FKybOl9yazviTBu-NRg,Japanese,3.0,1,0,1,1,0,0,2,1
2371,Q9mA60HnY87C1TW5kjAZ6Q,_F1_05YYlvePzomZ_NFijA,Japanese,3.0,1,1,1,0,0,0,2,1
2512,Q9mA60HnY87C1TW5kjAZ6Q,mzREMIknfmagJugibXrCsQ,Vietnamese,3.6666666666666665,1,1,1,0,0,0,1,1
2512,Q9mA60HnY87C1TW5kjAZ6Q,mzREMIknfmagJugibXrCsQ,Vietnamese,3.6666666666666665,1,1,1,0,0,0,1,1
1440,Q9mA60HnY87C1TW5kjAZ6Q,fUOY7g6JcO0m3iZNfK0O0g,Japanese,2.0,1,1,1,0,1,0,2,1
2441,Q9mA60HnY87C1TW5kjAZ6Q,tZkUF9LI9oxtNsZtsbpfVg,Japanese,4.0,1,1,1,0,0,0,2,1
2236,Q9mA60HnY87C1TW5kjAZ6Q,Fv621YzHSas5eYM8ppllhQ,Vietnamese,3.0,2,2,1,1,0,2,1,1
2945,Q9mA60HnY87C1TW5kjAZ6Q,RtUvSWO_UZ8V3Wpj0n077w,Japanese,3.0,1,1,0,0,1,0,2,1
3059,Q9mA60HnY87C1TW5kjAZ6Q,aQXzyObFK-Frx1fM_hLhew,Japanese,4.0,1,1,1,0,0,0,2,1
2936,Q9mA60HnY87C1TW5kjAZ6Q,96DHi-xkBB3CtsQRTPUjxQ,Japanese,3.0,1,1,1,0,0,0,2,1
608,Q9mA60HnY87C1TW5kjAZ6Q,Kxop0nGA-BUrwYD4EGhyPA,Chinese,3.0,0,1,1,0,0,0,1,1
3129,Q9mA60HnY87C1TW5kjAZ6Q,ukcwpK5MSuZgrCmQRz6Qmw,Japanese,5.0,2,0,1,1,2,0,2,1
2890,Q9mA60HnY87C1TW5kjAZ6Q,-av1lZI1JDY_RZN2eTMnWg,Thai,3.0,1,1,1,0,0,0,2,1
3078,Q9mA60HnY87C1TW5kjAZ6Q,QNfh79NwsNnl-AngRhg2ww,Japanese,5.0,1,1,1,1,0,0,2,1
1241,Q9mA60HnY87C1TW5kjAZ6Q,4izLezuABxOQUylmVenjHw,Japanese,5.0,1,1,0,0,0,0,3,1
184,Q9mA60HnY87C1TW5kjAZ6Q,xjYAqZKDP3xnWOeJ4FGs_A,Korean,4.0,2,2,0,2,2,2,2,2
1117,Q9mA60HnY87C1TW5kjAZ6Q,eQel7bUz75j0AVKnfsillg,Korean,4.0,1,1,1,0,0,0,2,0
3099,Q9mA60HnY87C1TW5kjAZ6Q,bsFZnc2mYyGy5cFf5EWTWg,Japanese,3.0,1,1,1,0,0,0,2,1
85,Q9mA60HnY87C1TW5kjAZ6Q,iByQmTmTdO7hP4n1grSSWQ,Japanese,3.0,1,1,1,0,0,0,2,1
374,Q9mA60HnY87C1TW5kjAZ6Q,znu3EN7tDFIXmiTwKvX1Ow,Japanese,4.0,1,1,1,1,0,0,2,1
52,Q9mA60HnY87C1TW5kjAZ6Q,6ZydAxt8IH5zTdDC0yna_A,Thai,4.0,2,2,1,0,0,0,2,1
1061,Q9mA60HnY87C1TW5kjAZ6Q,ryyptYnhb8n94NnEF_MRnQ,Japanese,4.0,1,1,1,1,1,0,2,1
301,Q9mA60HnY87C1TW5kjAZ6Q,gtcsOodbmk4E0TulYHnlHA,Chinese,5.0,1,1,0,0,1,0,2,0
352,Q9mA60HnY87C1TW5kjAZ6Q,gl1zQmiA8MUHmLL2wsCdVA,Japanese,4.0,1,1,1,0,0,0,2,1
686,Q9mA60HnY87C1TW5kjAZ6Q,d6G0w_e3GaA90NSQeovShA,Vietnamese,4.0,1,1,1,1,1,0,2,1
2932,Q9mA60HnY87C1TW5kjAZ6Q,3zKqIaiW_DENjZNcd31W4A,Chinese,3.0,0,1,1,0,0,0,1,1
280,Q9mA60HnY87C1TW5kjAZ6Q,W6HgKXp-gXozKjOqGqIOXg,Chinese,3.0,1,1,1,1,1,0,2,1
1028,Q9mA60HnY87C1TW5kjAZ6Q,sGlJTru2c707Vevy3ZmNMw,Thai,4.0,2,0,1,0,0,0,2,1
1219,Q9mA60HnY87C1TW5kjAZ6Q,CLNqviorDO-pQvxTTy3kbA,Thai,2.0,1,1,0,0,1,0,1,0
270,Q9mA60HnY87C1TW5kjAZ6Q,Kn57RIWAdnVfJHI1loLXOQ,Chinese,4.0,1,2,1,0,0,0,2,1
658,Q9mA60HnY87C1TW5kjAZ6Q,b7wUWVV01xaa7E0FUNMDiw,Chinese,5.0,1,1,0,0,1,0,3,0
1260,Q9mA60HnY87C1TW5kjAZ6Q,v0a2G9zBDM3hVprzSy39Kw,Korean,4.0,1,1,1,1,0,0,2,1
617,Q9mA60HnY87C1TW5kjAZ6Q,dYJ7uBteyJiNHCLyK1ZOoQ,Japanese,4.0,1,1,1,0,0,0,2,1
2946,Q9mA60HnY87C1TW5kjAZ6Q,DrCk0XKa1U5xeci8a7YFpg,Japanese,5.0,2,2,2,2,0,2,,2
463,Q9mA60HnY87C1TW5kjAZ6Q,HuWUIXfaXt9hcP5MKG-Qyg,Chinese,3.0,2,2,1,0,0,0,2,1
992,Q9mA60HnY87C1TW5kjAZ6Q,SxjNgkzAlUG-wt2rSbc2HQ,Chinese,3.0,1,1,1,0,0,0,2,1
458,Q9mA60HnY87C1TW5kjAZ6Q,ABRgXNwdOX_JyqChNr8IYw,Chinese,3.0,0,1,1,0,0,0,2,1
301,Q9mA60HnY87C1TW5kjAZ6Q,gtcsOodbmk4E0TulYHnlHA,Chinese,5.0,1,1,0,0,1,0,2,0
301,Q9mA60HnY87C1TW5kjAZ6Q,gtcsOodbmk4E0TulYHnlHA,Chinese,5.0,1,1,0,0,1,0,2,0
896,Q9mA60HnY87C1TW5kjAZ6Q,Q3SdFs_6P3BPhPPywHZqBQ,Thai,3.0,0,1,1,0,0,0,2,1
343,Q9mA60HnY87C1TW5kjAZ6Q,_HePiPCk9tmgezshWwZGOw,Chinese,4.0,1,1,1,1,0,0,2,1
368,Q9mA60HnY87C1TW5kjAZ6Q,zgQHtqX0gqMw1nlBZl2VnQ,Chinese,5.0,1,1,0,0,0,0,2,1
2920,QMqSgBqSrlRhz2B0UiORjw,RwRNR4z3kY-4OsFqigY5sw,Japanese,4.0,0,1,0,0,0,0,1,1
1743,QQZ9ColZA3eOLWdnSSpzUg,ww_MXl-qDLeYdYTZZ9KWbA,Vietnamese,4.0,0,1,1,0,0,0,1,1
1502,SFYKOFR2f867C0XRYWfiBA,M28FGxlpihDrbPCuTfUB6w,Chinese,1.0,1,1,1,1,1,0,2,1
462,SdjDKPsfCUIIwY_mZHZLog,zA6gnF5aPBGoOm6uIbKt-A,Japanese,1.0,1,1,0,0,0,0,3,1
749,SdjDKPsfCUIIwY_mZHZLog,td9FZybutwNG7DgocHCiXA,Chinese,4.0,1,0,1,0,0,0,3,1
2719,U4INQZOPSUaj8hMjLlZ3KA,LGZPjmhEg2QYeGZ2PKnpQw,Chinese,5.0,1,1,1,0,0,0,2,1
749,U4INQZOPSUaj8hMjLlZ3KA,td9FZybutwNG7DgocHCiXA,Chinese,4.0,1,0,1,0,0,0,3,1
2092,W42E8JMyTLKI6FSU0Mau2A,r_BrIgzYcwo1NAuG9dLbpg,Thai,4.0,1,1,1,0,0,0,2,1
1088,WPBrjBbk76ZtZQ8QpG09cQ,vkPnenjnmlIB1c_XmU4opw,Korean,4.0,1,1,1,0,0,0,2,1
443,WPBrjBbk76ZtZQ8QpG09cQ,m9I_bnvcXpNrwAx6oViZng,Japanese,3.0,1,1,1,0,0,0,2,1
613,WPBrjBbk76ZtZQ8QpG09cQ,RlNmDWJ0kkEWXW7yORJZVw,Chinese,5.0,0,1,1,0,0,0,2,1
1741,WPBrjBbk76ZtZQ8QpG09cQ,4WW0U2mKgFYJILnWLmUwLA,Korean,4.0,1,1,1,1,0,0,2,1
295,WPBrjBbk76ZtZQ8QpG09cQ,VGZ_MJ7P3vSQMYyQf-mNjw,Chinese,4.0,1,1,1,1,0,0,2,1
939,WPBrjBbk76ZtZQ8QpG09cQ,piZ4JqJI5WTljJuQV7yZHQ,Japanese,4.0,1,1,0,0,0,0,2,1
368,WWnhqRnWWjutMqh-2SzEuQ,zgQHtqX0gqMw1nlBZl2VnQ,Chinese,5.0,1,1,0,0,0,0,2,1
1487,WWnhqRnWWjutMqh-2SzEuQ,tEfmHuo_dNanyTaC5PyoOQ,Japanese,5.0,1,1,0,0,1,0,3,0
886,Wc5L6iuvSNF5WGBlqIO8nw,fGurvC5BdOfd5MIuLUQYVA,Chinese,5.0,0,1,1,0,0,0,1,1
1676,Wc5L6iuvSNF5WGBlqIO8nw,F_oPMHJrH42R67xp5eKtQA,Korean,4.0,1,1,1,0,0,0,1,1
29,Wc5L6iuvSNF5WGBlqIO8nw,c78Pat78fVUBFPXYeVvbaQ,Korean,4.0,1,1,0,0,0,0,2,0
368,WeVkkF5L39888IPPlRhNpg,zgQHtqX0gqMw1nlBZl2VnQ,Chinese,4.0,1,1,0,0,0,0,2,1
2115,WeVkkF5L39888IPPlRhNpg,BLgwFGqvAIiG9J2ID47YyA,Chinese,5.0,1,1,1,0,0,0,2,1
2909,WeVkkF5L39888IPPlRhNpg,bxoxAAJGE3VeGgOk-YbISw,Thai,4.0,1,1,1,0,0,0,1,1
301,WeVkkF5L39888IPPlRhNpg,gtcsOodbmk4E0TulYHnlHA,Chinese,4.0,1,1,0,0,1,0,2,0
467,WeVkkF5L39888IPPlRhNpg,jd2jM22n-2DaIqlqVitUbw,Thai,2.0,1,0,1,0,0,0,2,1
2290,WeVkkF5L39888IPPlRhNpg,tH_ObhULoHCb1n08pbHgHQ,Chinese,4.0,1,1,1,0,0,0,2,1
939,WeVkkF5L39888IPPlRhNpg,piZ4JqJI5WTljJuQV7yZHQ,Japanese,4.0,1,1,0,0,0,0,2,1
2192,WeVkkF5L39888IPPlRhNpg,qiRyyRWt6jmAxcoVW0-WHA,Chinese,5.0,1,1,1,1,0,0,2,1
851,WeVkkF5L39888IPPlRhNpg,Ro-_PAzq-Rdxl5JhM3WmoA,Japanese,4.0,1,1,1,1,0,0,2,1
1953,WeVkkF5L39888IPPlRhNpg,Q7oKidQDV52LEPfiwizSNQ,Japanese,4.0,1,1,1,1,1,0,2,1
174,WeVkkF5L39888IPPlRhNpg,rsiW1dz9FD1EfNPoDfaDDQ,Thai,3.0,1,1,1,1,1,0,2,1
2364,WeVkkF5L39888IPPlRhNpg,nd-dSwGuSGhx-fF3-M70Og,Chinese,1.0,2,2,2,2,2,2,,2
1636,WeVkkF5L39888IPPlRhNpg,N93EYZy9R0sdlEvubu94ig,Vietnamese,5.0,0,1,1,0,0,0,1,1
934,WeVkkF5L39888IPPlRhNpg,SjgeuBlgKER9yegpoxT99w,Japanese,5.0,1,1,0,1,0,0,2,1
521,WeVkkF5L39888IPPlRhNpg,T-1A_7-XHCv8XDXaMIlefA,Thai,4.0,1,1,1,1,0,0,1,1
2331,WeVkkF5L39888IPPlRhNpg,QGTqGNLZbBA1QD8L_fO9ZA,Japanese,4.0,1,1,1,0,0,0,3,0
2522,WeVkkF5L39888IPPlRhNpg,rjJM4xHdCKJRUpovQ-msAQ,Japanese,5.0,1,1,1,0,0,0,2,1
2491,WeVkkF5L39888IPPlRhNpg,oZyaFqZYf0eqKRiP-aY81Q,Vietnamese,4.0,0,1,1,1,0,0,2,1
367,WeVkkF5L39888IPPlRhNpg,qA0SlNp1fVtMuB51okYhIw,Thai,5.0,1,1,1,0,0,0,2,1
1985,WeVkkF5L39888IPPlRhNpg,rOyXMZJIFa0_XW2AeXatsA,Chinese,4.0,0,1,1,1,0,0,2,1
2123,WeVkkF5L39888IPPlRhNpg,cwQwLJMaTA2Zm0LfPx4diw,Thai,3.0,0,1,1,0,0,0,2,1
621,WeVkkF5L39888IPPlRhNpg,zRxKrysFBrKH76yhyVdrRA,Japanese,4.0,1,1,1,0,0,0,3,1
2051,WeVkkF5L39888IPPlRhNpg,2d9RbgRtHJyTRzY99GBNOQ,Chinese,4.0,1,1,1,0,0,0,2,1
810,WeVkkF5L39888IPPlRhNpg,fzHBvd0HZm1yB3UIMqZ3bA,Chinese,4.0,0,1,1,0,0,0,2,1
367,WeVkkF5L39888IPPlRhNpg,qA0SlNp1fVtMuB51okYhIw,Thai,5.0,1,1,1,0,0,0,2,1
2475,WeVkkF5L39888IPPlRhNpg,iMoFE2g4kDG4FfKLJvk3Jw,Korean,4.0,0,1,1,0,0,0,1,1
2472,WeVkkF5L39888IPPlRhNpg,EhGPj8iJDIdaHnWg9d5BgA,Chinese,3.0,1,0,1,0,0,0,2,1
2926,WeVkkF5L39888IPPlRhNpg,jjmirGh6JBd366rUACE--w,Vietnamese,4.0,0,2,1,1,0,0,1,1
563,WeVkkF5L39888IPPlRhNpg,jCzrbfboRc3D-9_Gr0Wm9w,Chinese,5.0,1,1,1,1,0,0,2,1
2378,WeVkkF5L39888IPPlRhNpg,Kig-T7wfebjGIpgSKcdlKA,Chinese,4.0,1,1,1,0,0,0,1,1
2492,WeVkkF5L39888IPPlRhNpg,O1TvPrgkK2bUo5O5aSZ7lw,Chinese,3.0,1,1,1,0,0,0,2,1
2905,WeVkkF5L39888IPPlRhNpg,hPTx2Y5e4Czbr21XcbDN8g,Chinese,5.0,0,1,1,0,0,0,1,1
3110,WeVkkF5L39888IPPlRhNpg,eO_nNplE10aaRi-fiEV0WA,Japanese,2.0,0,1,1,0,0,0,1,1
2072,WeVkkF5L39888IPPlRhNpg,3qjztON1RW5Hn6QJLDl8ug,Chinese,5.0,1,1,1,0,0,0,3,1
2108,WeVkkF5L39888IPPlRhNpg,7xzXN9yikWnb9NWcxw2OfA,Korean,4.0,0,2,0,2,0,2,,2
1776,WeVkkF5L39888IPPlRhNpg,f5O7v_X_jCg2itqacRfxhg,Japanese,4.0,1,1,1,0,0,0,2,0
2820,WeVkkF5L39888IPPlRhNpg,KvfaPsLlpOZAF276Lpvm4w,Chinese,4.0,0,1,1,0,0,0,1,1
236,WeVkkF5L39888IPPlRhNpg,QHZw2L6LV1qmExNJbfhIsQ,Chinese,4.0,1,1,1,1,0,0,2,1
1430,WeVkkF5L39888IPPlRhNpg,RbuSogYZ06XHlUWDVaYyBg,Chinese,3.0,0,1,1,0,0,0,1,1
954,WeVkkF5L39888IPPlRhNpg,Q8EwiqPZiheEQH0S66THEg,Japanese,4.0,1,1,1,0,0,0,2,0
1128,WeVkkF5L39888IPPlRhNpg,wfCNNMkeJcpWr9jj1hcdAA,Japanese,4.0,1,1,1,0,0,0,2,1
1186,WeVkkF5L39888IPPlRhNpg,Z4MvEVylnZPW_vddQc2Ihg,Chinese,4.0,1,1,1,0,0,0,2,0
2756,WeVkkF5L39888IPPlRhNpg,1lReBAd4iLe0rBLKiurw7Q,Chinese,3.0,1,1,1,0,0,0,2,1
1498,WeVkkF5L39888IPPlRhNpg,0mM_smCpKeKaL0MPMKOLFg,Thai,4.0,1,1,1,1,0,0,2,1
1555,WeVkkF5L39888IPPlRhNpg,xC8bjrXzAvKfpdXVXTXHFA,Japanese,4.0,2,0,0,2,2,0,,2
1343,WeVkkF5L39888IPPlRhNpg,FiOPUj3j7Mca6QnDq0wMxw,Japanese,5.0,1,1,1,0,0,0,2,1
1239,WeVkkF5L39888IPPlRhNpg,Oj4PqiXtPTd4kZdI5aG1uw,Chinese,4.0,0,1,1,0,0,0,2,1
2883,WeVkkF5L39888IPPlRhNpg,Rd2dzpMw_iHh8zeMuL2TWQ,Chinese,4.0,0,1,1,1,1,0,2,1
2640,WeVkkF5L39888IPPlRhNpg,K4IQqHNtW_dYG6NmR_1FSQ,Vietnamese,4.0,1,1,1,0,0,0,2,1
284,WeVkkF5L39888IPPlRhNpg,CsS9WsonGYyE3vINi5bxSg,Korean,4.0,1,1,0,0,0,0,2,1
992,WeVkkF5L39888IPPlRhNpg,SxjNgkzAlUG-wt2rSbc2HQ,Chinese,2.5,1,1,1,0,0,0,2,1
1250,WeVkkF5L39888IPPlRhNpg,afuGFlekksBXZQnEvTMv3A,Japanese,4.0,1,1,1,0,0,0,2,1
3143,WeVkkF5L39888IPPlRhNpg,6r0r0cJSLvh2BDir8TaxPw,Japanese,5.0,1,1,1,1,0,0,2,1
29,WeVkkF5L39888IPPlRhNpg,c78Pat78fVUBFPXYeVvbaQ,Korean,2.0,1,1,0,0,0,0,2,0
992,WeVkkF5L39888IPPlRhNpg,SxjNgkzAlUG-wt2rSbc2HQ,Chinese,2.5,1,1,1,0,0,0,2,1
1440,WeVkkF5L39888IPPlRhNpg,fUOY7g6JcO0m3iZNfK0O0g,Japanese,2.0,1,1,1,0,1,0,2,1
206,WeVkkF5L39888IPPlRhNpg,nNKGSpRiHm79HlA2mMdrAg,Chinese,4.0,2,1,1,0,0,0,2,1
2658,WeVkkF5L39888IPPlRhNpg,0LXUiygAFnckcnIBjF9-mQ,Thai,4.0,0,1,1,0,0,0,2,1
2685,WeVkkF5L39888IPPlRhNpg,aLcFhMe6DDJ430zelCpd2A,Thai,4.0,1,1,0,1,0,0,2,1
2691,WeVkkF5L39888IPPlRhNpg,0v8icS8wOOgEDiHDCOQkZQ,Chinese,5.0,0,1,1,0,0,0,2,1
1089,WeVkkF5L39888IPPlRhNpg,MLVBJjbgk3sLZYyxqBD4XA,Chinese,4.0,1,1,1,1,0,0,1,1
1313,WeVkkF5L39888IPPlRhNpg,qIfw1ZXlbg8rvgvn7XUEhw,Japanese,4.0,1,1,1,1,0,0,2,1
1068,WeVkkF5L39888IPPlRhNpg,-8jeDY-TJ_e6w7h0c--A-w,Korean,5.0,1,1,1,1,0,0,2,0
1487,WeVkkF5L39888IPPlRhNpg,tEfmHuo_dNanyTaC5PyoOQ,Japanese,4.0,1,1,0,0,1,0,3,0
2801,WeVkkF5L39888IPPlRhNpg,i94oLnWAHHbKw9zrOT4Oqg,Vietnamese,5.0,1,1,1,1,0,0,2,1
3155,WeVkkF5L39888IPPlRhNpg,XlZ2Row0pszDilc5WmXiZQ,Japanese,4.0,0,1,1,0,0,0,1,1
3017,WeVkkF5L39888IPPlRhNpg,SnsZFsVf1tQvBCPmhe8gGw,Korean,4.0,1,1,1,1,0,0,2,1
2286,WeVkkF5L39888IPPlRhNpg,UkWme3kwg6L9rd4tCNB15w,Japanese,4.0,0,1,1,0,0,0,2,1
1184,WeVkkF5L39888IPPlRhNpg,iT053N_wdX7Ryr5lLCtLfg,Thai,3.0,1,1,1,0,0,0,2,1
2739,WeVkkF5L39888IPPlRhNpg,UpXigk3SzQR9v4xct_xEVQ,Chinese,3.0,1,1,1,0,0,0,2,1
255,WeVkkF5L39888IPPlRhNpg,fh-hCT2esNJEocdBdggWoQ,Chinese,5.0,1,1,1,0,0,0,3,1
146,WeVkkF5L39888IPPlRhNpg,23Dg53bT4WIJDK26WPR7vQ,Japanese,4.0,1,1,0,1,1,0,2,1
2912,WeVkkF5L39888IPPlRhNpg,a_assgoJEpKu2-kyAWFc8Q,Japanese,3.0,1,1,1,0,0,0,2,1
1878,WeVkkF5L39888IPPlRhNpg,9ad0-8h-DRUheY9dF9rYjQ,Chinese,4.0,1,1,1,1,0,0,1,1
1824,WeVkkF5L39888IPPlRhNpg,POx6Os-tAeknhCLigS9NuQ,Japanese,4.0,1,1,1,1,0,0,2,1
2649,WeVkkF5L39888IPPlRhNpg,ae95XSsD37OQfOWF92GjNQ,Chinese,4.0,1,1,1,1,0,0,2,0
1583,WeVkkF5L39888IPPlRhNpg,5fg-RNWNbqyGn8b8wqe4QQ,Chinese,4.0,1,1,1,1,0,0,2,1
1079,WeVkkF5L39888IPPlRhNpg,yHCoJZh5nx0Onr5xgMaUHg,Korean,4.0,0,1,1,1,0,0,2,1
885,WeVkkF5L39888IPPlRhNpg,FkJjpKjxTU0xuF4PIKyJVw,Vietnamese,4.0,1,1,1,1,0,0,2,1
2783,WeVkkF5L39888IPPlRhNpg,Qayz6avNEPNS6Q5UThYHCQ,Japanese,3.0,1,0,1,1,0,0,2,1
2790,Ww9IvgIEWvLhx5BtJkDtmA,DE89UdHFMCN6DtYWZuer5A,Japanese,4.0,1,1,1,0,0,0,2,0
1773,Wx7cbLDqYEL3_aVZwh82Ww,QTSCFDPcuROE8UCvGS8Fiw,Japanese,4.0,1,1,1,0,1,0,2,1
3067,Wx7cbLDqYEL3_aVZwh82Ww,4RggTW3skfGuUt0MOY_zHw,Vietnamese,5.0,1,1,1,0,0,0,1,1
2513,Wx7cbLDqYEL3_aVZwh82Ww,fI1ZE6z4cyajLW4eqeFgXQ,Thai,2.0,1,1,1,1,1,0,2,1
2437,Wx7cbLDqYEL3_aVZwh82Ww,qcqDjeirxvdgW5kQVkEwSA,Chinese,3.0,1,1,0,0,1,0,1,1
2400,Xvv0P_0B57LoyGrVHGG_8A,trKyIRyjKqVSZmcU0AnICQ,Chinese,4.0,1,1,1,0,0,0,2,1
1532,Xwnf20FKuikiHcSpcEbpKQ,aMT1FXZvm2_bmJT6QoLV8A,Chinese,4.0,2,1,1,1,0,0,2,1
102,Xwnf20FKuikiHcSpcEbpKQ,nkFOHrBNM5x9hoT7KUNdwg,Thai,3.0,1,1,1,0,1,0,2,1
2790,Xwnf20FKuikiHcSpcEbpKQ,DE89UdHFMCN6DtYWZuer5A,Japanese,4.0,1,1,1,0,0,0,2,0
1967,Xwnf20FKuikiHcSpcEbpKQ,ttuEwktrkmh3TUlSFPZqAA,Vietnamese,4.0,0,0,1,0,0,0,1,1
633,Xwnf20FKuikiHcSpcEbpKQ,sQFpfRs1Flcw3evCdI2wpA,Chinese,2.0,1,0,1,1,0,0,2,1
2400,Xwnf20FKuikiHcSpcEbpKQ,trKyIRyjKqVSZmcU0AnICQ,Chinese,4.0,1,1,1,0,0,0,2,1
1697,Xwnf20FKuikiHcSpcEbpKQ,DPA9MQKkCqT0qnevsG740A,Thai,3.0,1,1,0,0,0,0,2,1
1776,Xwnf20FKuikiHcSpcEbpKQ,f5O7v_X_jCg2itqacRfxhg,Japanese,3.0,1,1,1,0,0,0,2,0
2908,Yfd33F6wAas_X7X57yCNKQ,QjhrYO6LD5mrU0WI7jxZ-g,Japanese,3.0,2,1,2,2,0,2,1,1
2482,Z09rco1enQXNCd9H0u7kvg,He_4k_w_8bjWnoepahS2zw,Chinese,4.0,0,1,1,0,0,0,2,1
2331,Z09rco1enQXNCd9H0u7kvg,QGTqGNLZbBA1QD8L_fO9ZA,Japanese,3.0,1,1,1,0,0,0,3,0
2455,Z09rco1enQXNCd9H0u7kvg,8xPmlVJy2o6x0J04CBpEMQ,Chinese,5.0,0,1,1,0,0,0,1,1
2286,Z09rco1enQXNCd9H0u7kvg,UkWme3kwg6L9rd4tCNB15w,Japanese,3.0,0,1,1,0,0,0,2,1
2606,Z09rco1enQXNCd9H0u7kvg,NbaP_lZTns_GbTSkQz_KIw,Chinese,3.0,1,1,1,1,0,0,2,1
2908,Z09rco1enQXNCd9H0u7kvg,QjhrYO6LD5mrU0WI7jxZ-g,Japanese,5.0,2,1,2,2,0,2,1,1
451,Z09rco1enQXNCd9H0u7kvg,Cs8BaiKkyNU6mzxq9nTsmg,Chinese,5.0,1,1,1,0,0,0,2,1
2483,Z09rco1enQXNCd9H0u7kvg,d4P7boUqiA2pR59jOlzYLA,Japanese,3.0,1,1,1,1,1,0,2,1
2215,Z09rco1enQXNCd9H0u7kvg,5wbJ-4W2VxH11XHmJ_4h5g,Thai,4.0,1,0,1,1,0,0,2,1
